station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
0CO,9/2/2023 15:15,51.8,37.4,57.77,350,7,0,30.75,,10,,SCT,BKN,,,5500,8500,,,,,,,,,,51.8,K0CO 022115Z AUTO 35007KT 301V101 10SM SCT055 BKN085 11/03 A3075 RMK AO2,
0CO,9/2/2023 15:35,50,39.2,66.27,320,5,0,30.75,,10,,BKN,OVC,,,6500,8500,,,,,,,,,,50,K0CO 022135Z AUTO 32005KT 10SM BKN065 OVC085 10/04 A3075 RMK AO2,
0CO,9/2/2023 15:55,50,41,71.07,340,3,0,30.75,,10,,SCT,OVC,,,4600,6500,,,#NAME?,,,,,,,50,K0CO 022155Z AUTO 34003KT 10SM -RA SCT046 OVC065 10/05 A3075 RMK AO2,
0CO,9/2/2023 16:15,50,42.8,76.18,310,10,0,30.75,,10,19,SCT,SCT,BKN,,3600,4600,6500,,#NAME?,,,,,,,50,K0CO 022215Z AUTO 31010G19KT 10SM -RA SCT036 SCT046 BKN065 10/06 A3075 RMK AO2,
0CO,9/2/2023 16:35,50,41,71.07,0,0,0,30.75,,10,,SCT,SCT,BKN,,3600,4600,6500,,,,,,,,,50,K0CO 022235Z AUTO 00000KT 10SM SCT036 SCT046 BKN065 10/05 A3075 RMK AO2,
0CO,9/2/2023 16:55,50,39.2,66.27,340,6,0,30.75,,10,,SCT,BKN,OVC,,4200,6500,10000,,,,,,,,,50,K0CO 022255Z AUTO 34006KT 10SM SCT042 BKN065 OVC100 10/04 A3075 RMK AO2,
0CO,9/2/2023 17:15,51.8,41,66.48,310,5,0,30.75,,10,,SCT,SCT,,,4000,10000,,,,,,,,,,51.8,K0CO 022315Z AUTO 31005KT 10SM SCT040 SCT100 11/05 A3075 RMK AO2,
0CO,9/2/2023 17:35,50,39.2,66.27,300,4,0,30.74,,10,,SCT,,,,9000,,,,,,,,,,,50,K0CO 022335Z AUTO 30004KT 10SM SCT090 10/04 A3074 RMK AO2,
0CO,9/2/2023 17:55,50,39.2,66.27,300,5,0,30.74,,10,,SCT,,,,10000,,,,,,,,,,,50,K0CO 022355Z AUTO 30005KT 10SM SCT100 10/04 A3074 RMK AO2,
0CO,9/2/2023 18:15,48.2,37.4,66.05,340,3,0,30.74,,10,,SCT,,,,10000,,,,,,,,,,,47.21,K0CO 030015Z AUTO 34003KT 10SM SCT100 09/03 A3074 RMK AO2,
0CO,9/2/2023 18:35,48.2,37.4,66.05,320,5,0,30.74,,10,,SCT,SCT,BKN,,6000,7500,10000,,,,,,,,,45.63,K0CO 030035Z AUTO 32005KT 10SM SCT060 SCT075 BKN100 09/03 A3074 RMK AO2,
0CO,9/2/2023 18:55,46.4,37.4,70.68,0,0,0,30.74,,10,,BKN,BKN,OVC,,3500,5000,10000,,,,,,,,,46.4,K0CO 030055Z AUTO 00000KT 10SM BKN035 BKN050 OVC100 08/03 A3074 RMK AO2,
0CO,9/2/2023 19:15,42.8,37.4,81.07,280,11,0.02,30.74,,5,29,SCT,BKN,OVC,,800,3400,6000,,#NAME?,,,,,,,36.11,K0CO 030115Z AUTO 28011G29KT 221V301 5SM -RA SCT008 BKN034 OVC060 06/03 A3074 RMK AO2 P0002,
0CO,9/2/2023 19:35,42.8,35.6,75.5,290,6,0.02,30.74,,10,14,SCT,SCT,SCT,,2500,4600,6500,,#NAME?,,,,,,,38.54,K0CO 030135Z AUTO 29006G14KT 10SM -RA SCT025 SCT046 SCT065 06/02 A3074 RMK AO2 P0002,
0CO,9/2/2023 19:55,44.6,33.8,65.61,260,8,0.02,30.74,,10,,SCT,,,,6000,,,,,,,,,,,39.63,K0CO 030155Z AUTO 26008KT 10SM SCT060 07/01 A3074 RMK AO2 P0002,
0CO,9/2/2023 20:15,44.6,33.8,65.61,180,8,0,30.75,,10,,SCT,BKN,,,3900,6500,,,,,,,,,,39.63,K0CO 030215Z AUTO 18008KT 10SM SCT039 BKN065 07/01 A3075 RMK AO2,
0CO,9/2/2023 20:35,44.6,35.6,70.48,150,7,0,30.76,,10,,SCT,SCT,SCT,,3900,5000,6500,,,,,,,,,40.14,K0CO 030235Z AUTO 15007KT 10SM SCT039 SCT050 SCT065 07/02 A3076 RMK AO2,
0CO,9/2/2023 20:55,44.6,35.6,70.48,130,4,0,30.77,,10,,SCT,,,,6500,,,,,,,,,,,42.13,K0CO 030255Z AUTO 13004KT 10SM SCT065 07/02 A3077 RMK AO2,
0CO,9/2/2023 21:15,46.4,35.6,65.83,270,10,0,30.77,,10,,BKN,,,,6500,,,,,,,,,,,41.03,K0CO 030315Z AUTO 27010KT 10SM BKN065 08/02 A3077 RMK AO2,
0CO,9/2/2023 21:35,46.4,35.6,65.83,270,10,0,30.77,,10,,OVC,,,,6500,,,,,,,,,,,41.03,K0CO 030335Z AUTO 27010KT 10SM OVC065 08/02 A3077 RMK AO2,
0CO,9/2/2023 21:55,44.6,35.6,70.48,280,12,0,30.77,,10,,OVC,,,,6500,,,,,,,,,,,38.04,K0CO 030355Z AUTO 28012KT 10SM OVC065 07/02 A3077 RMK AO2,
0CO,9/2/2023 22:15,44.6,35.6,70.48,60,4,0,30.77,,10,,OVC,,,,6000,,,,,,,,,,,42.13,K0CO 030415Z AUTO 06004KT 10SM OVC060 07/02 A3077 RMK AO2,
0CO,9/2/2023 22:35,44.6,35.6,70.48,290,11,0,30.77,,10,,SCT,SCT,BKN,,4700,5500,7000,,,,,,,,,38.39,K0CO 030435Z AUTO 29011KT 10SM SCT047 SCT055 BKN070 07/02 A3077 RMK AO2,
0CO,9/2/2023 22:55,44.6,35.6,70.48,310,10,0,30.76,,10,,CLR,,,,,,,,,,,,,,,38.77,K0CO 030455Z AUTO 31010KT 291V051 10SM CLR 07/02 A3076 RMK AO2,
0CO,9/2/2023 23:15,44.6,35.6,70.48,290,6,0,30.75,,10,,BKN,,,,5500,,,,,,,,,,,40.71,K0CO 030515Z AUTO 29006KT 10SM BKN055 07/02 A3075 RMK AO2,
0CO,9/2/2023 23:35,44.6,35.6,70.48,300,7,0,30.75,,10,,SCT,BKN,BKN,,5500,7500,8500,,,,,,,,,40.14,K0CO 030535Z AUTO 30007KT 271V351 10SM SCT055 BKN075 BKN085 07/02 A3075 RMK AO2,
0CO,9/2/2023 23:55,44.6,35.6,70.48,300,10,0,30.75,,10,14,SCT,SCT,SCT,,4900,6500,8500,,,,,,,,,38.77,K0CO 030555Z AUTO 30010G14KT 10SM SCT049 SCT065 SCT085 07/02 A3075 RMK AO2,
0CO,9/3/2023 0:15,44.6,35.6,70.48,300,8,0,30.75,,10,,SCT,BKN,BKN,,4700,6500,8500,,,,,,,,,39.63,K0CO 030615Z AUTO 30008KT 10SM SCT047 BKN065 BKN085 07/02 A3075 RMK AO2,
0CO,9/3/2023 0:35,44.6,35.6,70.48,300,7,0,30.75,,10,,OVC,,,,6500,,,,,,,,,,,40.14,K0CO 030635Z AUTO 30007KT 10SM OVC065 07/02 A3075 RMK AO2,
0CO,9/3/2023 0:55,42.8,35.6,75.5,290,9,0,30.74,,10,,BKN,OVC,,,6500,8500,,,,,,,,,,36.94,K0CO 030655Z AUTO 29009KT 10SM BKN065 OVC085 06/02 A3074 RMK AO2,
0CO,9/3/2023 1:15,44.6,35.6,70.48,280,16,0,30.74,,10,20,SCT,SCT,,,6500,8500,,,,,,,,,,36.84,K0CO 030715Z AUTO 28016G20KT 10SM SCT065 SCT085 07/02 A3074 RMK AO2,
0CO,9/3/2023 1:35,42.8,37.4,81.07,300,6,0,30.74,,10,,SCT,SCT,,,4700,6000,,,,,,,,,,38.54,K0CO 030735Z AUTO 30006KT 10SM SCT047 SCT060 06/03 A3074 RMK AO2,
0CO,9/3/2023 1:55,42.8,37.4,81.07,300,9,0,30.73,,10,,BKN,BKN,,,4900,6000,,,,,,,,,,36.94,K0CO 030755Z AUTO 30009KT 10SM BKN049 BKN060 06/03 A3073 RMK AO2,
0CO,9/3/2023 2:15,42.8,37.4,81.07,320,7,0,30.73,,10,,SCT,BKN,,,5000,6000,,,,,,,,,,37.94,K0CO 030815Z AUTO 32007KT 291V111 10SM SCT050 BKN060 06/03 A3073 RMK AO2,
0CO,9/3/2023 2:35,44.6,35.6,70.48,270,11,0,30.72,,10,14,SCT,BKN,,,4700,6000,,,,,,,,,,38.39,K0CO 030835Z AUTO 27011G14KT 10SM SCT047 BKN060 07/02 A3072 RMK AO2,
0CO,9/3/2023 2:55,44.6,35.6,70.48,270,10,0,30.72,,10,,SCT,,,,6000,,,,,,,,,,,38.77,K0CO 030855Z AUTO 27010KT 10SM SCT060 07/02 A3072 RMK AO2,
0CO,9/3/2023 3:15,42.8,35.6,75.5,270,10,0,30.72,,10,,BKN,,,,7000,,,,,,,,,,,36.51,K0CO 030915Z AUTO 27010KT 10SM BKN070 06/02 A3072 RMK AO2,
0CO,9/3/2023 3:35,44.6,35.6,70.48,270,9,0,30.72,,10,,SCT,OVC,,,5500,7000,,,,,,,,,,39.18,K0CO 030935Z AUTO 27009KT 10SM SCT055 OVC070 07/02 A3072 RMK AO2,
0CO,9/3/2023 3:55,42.8,35.6,75.5,270,11,0,30.71,,10,,SCT,,,,7000,,,,,,,,,,,36.11,K0CO 030955Z AUTO 27011KT 10SM SCT070 06/02 A3071 RMK AO2,
0CO,9/3/2023 4:15,42.8,35.6,75.5,280,11,0,30.71,,10,14,CLR,,,,,,,,,,,,,,,36.11,K0CO 031015Z AUTO 28011G14KT 10SM CLR 06/02 A3071 RMK AO2,
0CO,9/3/2023 4:35,42.8,35.6,75.5,290,11,0,30.71,,10,,SCT,,,,6500,,,,,,,,,,,36.11,K0CO 031035Z AUTO 29011KT 10SM SCT065 06/02 A3071 RMK AO2,
0CO,9/3/2023 4:55,42.8,35.6,75.5,290,11,0,30.71,,10,,OVC,,,,6500,,,,,,,,,,,36.11,K0CO 031055Z AUTO 29011KT 10SM OVC065 06/02 A3071 RMK AO2,
0CO,9/3/2023 5:15,42.8,33.8,70.28,290,14,0,30.71,,10,,SCT,,,,6500,,,,,,,,,,,35.08,K0CO 031115Z AUTO 29014KT 10SM SCT065 06/01 A3071 RMK AO2,
0CO,9/3/2023 5:35,42.8,35.6,75.5,290,12,0,30.71,,10,20,CLR,,,,,,,,,,,,,,,35.75,K0CO 031135Z AUTO 29012G20KT 261V061 10SM CLR 06/02 A3071 RMK AO2,
0CO,9/3/2023 5:55,42.8,35.6,75.5,290,8,0,30.71,,10,16,CLR,,,,,,,,,,,,,,,37.42,K0CO 031155Z AUTO 29008G16KT 241V311 10SM CLR 06/02 A3071 RMK AO2,
0CO,9/3/2023 6:15,42.8,35.6,75.5,300,10,0,30.71,,10,16,SCT,,,,5000,,,,,,,,,,,36.51,K0CO 031215Z AUTO 30010G16KT 10SM SCT050 06/02 A3071 RMK AO2,
0CO,9/3/2023 6:35,42.8,35.6,75.5,290,11,0,30.71,,10,17,SCT,,,,6000,,,,,,,,,,,36.11,K0CO 031235Z AUTO 29011G17KT 10SM SCT060 06/02 A3071 RMK AO2,
0CO,9/3/2023 6:55,42.8,35.6,75.5,0,0,0,30.71,,10,,SCT,,,,6500,,,,,,,,,,,42.8,K0CO 031255Z AUTO 00000KT 10SM SCT065 06/02 A3071 RMK AO2,
0CO,9/3/2023 7:15,44.6,35.6,70.48,270,8,0,30.71,,10,,BKN,,,,6500,,,,,,,,,,,39.63,K0CO 031315Z AUTO 27008KT 10SM BKN065 07/02 A3071 RMK AO2,
0CO,9/3/2023 7:35,44.6,33.8,65.61,270,8,0,30.71,,10,,BKN,BKN,,,6000,7000,,,,,,,,,,39.63,K0CO 031335Z AUTO 27008KT 10SM BKN060 BKN070 07/01 A3071 RMK AO2,
0CO,9/3/2023 7:55,44.6,35.6,70.48,0,0,0,30.71,,10,,SCT,SCT,,,6000,7000,,,,,,,,,,44.6,K0CO 031355Z AUTO 00000KT 10SM SCT060 SCT070 07/02 A3071 RMK AO2,
0CO,9/3/2023 8:15,44.6,33.8,65.61,270,10,0,30.71,,10,,SCT,SCT,,,5000,7000,,,,,,,,,,38.77,K0CO 031415Z AUTO 27010KT 10SM SCT050 SCT070 07/01 A3071 RMK AO2,
0CO,9/3/2023 8:35,46.4,35.6,65.83,0,0,0,30.7,,10,,SCT,,,,5000,,,,,,,,,,,46.4,K0CO 031435Z AUTO 00000KT 10SM SCT050 08/02 A3070 RMK AO2,
0CO,9/3/2023 8:55,46.4,33.8,61.28,260,7,0,30.7,,10,,CLR,,,,,,,,,,,,,,,42.33,K0CO 031455Z AUTO 26007KT 211V271 10SM CLR 08/01 A3070 RMK AO2,
0CO,9/3/2023 9:15,48.2,35.6,61.52,260,7,0,30.7,,10,,CLR,,,,,,,,,,,,,,,44.53,K0CO 031515Z AUTO 26007KT 10SM CLR 09/02 A3070 RMK AO2,
0CO,9/3/2023 9:35,50,35.6,57.52,260,8,0,30.7,,10,,SCT,BKN,,,3700,5000,,,,,,,,,,50,K0CO 031535Z AUTO 26008KT 10SM SCT037 BKN050 10/02 A3070 RMK AO2,
0CO,9/3/2023 9:55,50,35.6,57.52,220,7,0,30.7,,10,,SCT,BKN,OVC,,3500,4200,5500,,,,,,,,,50,K0CO 031555Z AUTO 22007KT 161V001 10SM SCT035 BKN042 OVC055 10/02 A3070 RMK AO2,
0CO,9/3/2023 10:15,50,35.6,57.52,200,6,0,30.69,,10,15,SCT,SCT,BKN,,3500,4200,5500,,,,,,,,,50,K0CO 031615Z AUTO 20006G15KT 10SM SCT035 SCT042 BKN055 10/02 A3069 RMK AO2,
0CO,9/3/2023 10:35,50,35.6,57.52,170,8,0,30.69,,10,16,SCT,SCT,OVC,,3200,3800,5500,,,,,,,,,50,K0CO 031635Z AUTO 17008G16KT 10SM SCT032 SCT038 OVC055 10/02 A3069 RMK AO2,
0CO,9/3/2023 10:55,51.8,35.6,53.81,150,11,0,30.68,,10,23,SCT,BKN,,,3500,5500,,,,,,,,,,51.8,K0CO 031655Z AUTO 15011G23KT 10SM SCT035 BKN055 11/02 A3068 RMK AO2,
0CO,9/3/2023 11:15,53.6,35.6,50.36,160,11,0,30.68,,10,20,SCT,SCT,BKN,,3500,5000,6000,,,,,,,,,53.6,K0CO 031715Z AUTO 16011G20KT 10SM SCT035 SCT050 BKN060 12/02 A3068 RMK AO2,
0CO,9/3/2023 11:35,51.8,35.6,53.81,170,7,0,30.67,,10,,SCT,BKN,OVC,,3500,4400,6000,,,,,,,,,51.8,K0CO 031735Z AUTO 17007KT 10SM SCT035 BKN044 OVC060 11/02 A3067 RMK AO2,
0CO,9/3/2023 11:55,48.2,33.8,57.26,230,8,0,30.66,,10,23,BKN,BKN,OVC,,3700,4500,6000,,,,,,,,,44.07,K0CO 031755Z AUTO 23008G23KT 10SM BKN037 BKN045 OVC060 09/01 A3066 RMK AO2,
0CO,9/3/2023 12:15,50,37.4,61.76,250,5,0,30.65,,10,15,SCT,BKN,OVC,,3500,7000,10000,,,,,,,,,50,K0CO 031815Z AUTO 25005G15KT 10SM SCT035 BKN070 OVC100 10/03 A3065 RMK AO2,
0CO,9/3/2023 12:35,50,35.6,57.52,240,11,0,30.65,,10,22,BKN,BKN,OVC,,3800,5000,10000,,#NAME?,,,,,,,50,K0CO 031835Z AUTO 24011G22KT 10SM -RA BKN038 BKN050 OVC100 10/02 A3065 RMK AO2,
0CO,9/3/2023 12:55,44.6,39.2,81.2,210,6,0.01,30.63,,10,16,SCT,BKN,BKN,,3400,4500,6000,,,,,,,,,40.71,K0CO 031855Z AUTO 21006G16KT 10SM SCT034 BKN045 BKN060 07/04 A3063 RMK AO2 P0001,
0CO,9/3/2023 13:15,50,37.4,61.76,250,8,0,30.63,,10,,CLR,,,,,,,,,,,,,,,50,K0CO 031915Z AUTO 25008KT 161V261 10SM CLR 10/03 A3063 RMK AO2,
0CO,9/3/2023 13:35,51.8,39.2,61.99,170,9,0,30.62,,10,17,SCT,SCT,SCT,,3500,4100,5000,,,,,,,,,51.8,K0CO 031935Z AUTO 17009G17KT 10SM SCT035 SCT041 SCT050 11/04 A3062 RMK AO2,
0CO,9/3/2023 13:55,44.6,33.8,65.61,170,30,0,30.62,,5,39,SCT,SCT,BKN,,1700,3000,3700,,RA,,,,,,,34.03,K0CO 031955Z AUTO 17030G39KT 161V251 5SM RA SCT017 SCT030 BKN037 07/01 A3062 RMK AO2,
0CO,9/3/2023 14:15,48.2,39.2,70.88,180,15,0,30.6,,10,30,SCT,SCT,BKN,,1800,3100,9500,,,,,,,,,41.78,K0CO 032015Z AUTO 18015G30KT 10SM SCT018 SCT031 BKN095 09/04 A3060 RMK AO2,
0CO,9/3/2023 14:35,51.8,37.4,57.77,170,18,0,30.59,,10,25,SCT,,,,9000,,,,,,,,,,,51.8,K0CO 032035Z AUTO 17018G25KT 10SM SCT090 11/03 A3059 RMK AO2,
0CO,9/3/2023 14:55,51.8,37.4,57.77,,,0,30.57,,10,,SCT,,,,8500,,,,,,,,,,,51.8,K0CO 032055Z AUTO 10SM SCT085 11/03 A3057 RMK AO2,
0CO,9/3/2023 15:15,46.4,41,81.34,,,0,30.57,,10,,SCT,SCT,BKN,,4000,4600,8000,,,,,,,,,,K0CO 032115Z AUTO 10SM SCT040 SCT046 BKN080 08/05 A3057 RMK AO2,
0CO,9/3/2023 15:35,46.4,41,81.34,160,10,0,30.56,,10,,SCT,SCT,OVC,,1500,2300,4600,,,,,,,,,41.03,K0CO 032135Z AUTO 16010KT 131V191 10SM SCT015 SCT023 OVC046 08/05 A3056 RMK AO2,
0CO,9/3/2023 15:55,46.4,37.4,70.68,160,9,0,30.56,,10,22,SCT,BKN,OVC,,1800,6000,8000,,,,,,,,,41.42,K0CO 032155Z AUTO 16009G22KT 10SM SCT018 BKN060 OVC080 08/03 A3056 RMK AO2,
0CO,9/3/2023 16:15,48.2,39.2,70.88,140,4,0,30.56,,10,,SCT,SCT,SCT,,4900,6000,7000,,,,,,,,,46.34,K0CO 032215Z AUTO 14004KT 10SM SCT049 SCT060 SCT070 09/04 A3056 RMK AO2,
0CO,9/3/2023 16:35,46.4,41,81.34,340,3,0,30.55,,10,,SCT,BKN,BKN,,6000,7000,7500,,,,,,,,,45.15,K0CO 032235Z AUTO 34003KT 10SM SCT060 BKN070 BKN075 08/05 A3055 RMK AO2,
0CO,9/3/2023 16:55,44.6,42.8,93.35,300,5,0,30.55,,10,,BKN,OVC,,,5000,6000,,,,,,,,,,41.36,K0CO 032255Z AUTO 30005KT 10SM BKN050 OVC060 07/06 A3055 RMK AO2,
0CO,9/3/2023 17:15,44.6,42.8,93.35,0,0,0,30.55,,10,,SCT,OVC,,,500,5000,,,,,,,,,,44.6,K0CO 032315Z AUTO 00000KT 10SM SCT005 OVC050 07/06 A3055 RMK AO2,
0CO,9/3/2023 17:35,42.8,42.8,100,240,9,0.04,30.55,,1.5,14,SCT,BKN,OVC,,100,600,1200,,#NAME?,,,,,,,36.94,K0CO 032335Z AUTO 24009G14KT 191V281 1 1/2SM +RA SCT001 BKN006 OVC012 06/06 A3055 RMK AO2 VIS 1/2V5 P0004,
0CO,9/3/2023 17:55,42.8,41,93.3,270,13,0.12,30.55,,0.5,,BKN,OVC,,,100,1000,,,#NAME?,,,,,,,35.4,K0CO 032355Z AUTO 27013KT 181V281 1/2SM -RA BKN001 OVC010 06/05 A3055 RMK AO2 VIS M1/4V5 P0012,
0CO,9/3/2023 18:15,44.6,39.2,81.2,290,15,0,30.54,,10,,SCT,BKN,OVC,,200,6000,9000,,,,,,,,,37.11,K0CO 040015Z AUTO 29015KT 10SM SCT002 BKN060 OVC090 07/04 A3054 RMK AO2,
0CO,9/3/2023 18:35,44.6,37.4,75.68,240,8,0,30.54,,10,14,SCT,BKN,,,6000,9000,,,,,,,,,,39.63,K0CO 040035Z AUTO 24008G14KT 10SM SCT060 BKN090 07/03 A3054 RMK AO2,
0CO,9/3/2023 18:55,46.4,37.4,70.68,270,9,0,30.53,,10,,SCT,SCT,,,7500,10000,,,,,,,,,,41.42,K0CO 040055Z AUTO 27009KT 10SM SCT075 SCT100 08/03 A3053 RMK AO2,
0CO,9/3/2023 19:15,44.6,37.4,75.68,290,12,0,30.52,,10,,CLR,,,,,,,,,,,,,,,38.04,K0CO 040115Z AUTO 29012KT 10SM CLR 07/03 A3052 RMK AO2,
0CO,9/3/2023 19:35,42.8,41,93.3,300,10,0,30.53,,10,,SCT,,,,8000,,,,,,,,,,,36.51,K0CO 040135Z AUTO 30010KT 10SM SCT080 06/05 A3053 RMK AO2,
0CO,9/3/2023 19:55,44.6,37.4,75.68,290,12,0,30.53,,10,,SCT,BKN,BKN,,3800,4500,5000,,,,,,,,,38.04,K0CO 040155Z AUTO 29012KT 281V061 10SM SCT038 BKN045 BKN050 07/03 A3053 RMK AO2,
0CO,9/3/2023 20:15,42.8,35.6,75.5,280,13,0,30.53,,10,,SCT,SCT,SCT,,3800,4500,5500,,,,,,,,,35.4,K0CO 040215Z AUTO 28013KT 10SM SCT038 SCT045 SCT055 06/02 A3053 RMK AO2,
0CO,9/3/2023 20:35,42.8,35.6,75.5,300,9,0,30.53,,10,,CLR,,,,,,,,,,,,,,,36.94,K0CO 040235Z AUTO 30009KT 10SM CLR 06/02 A3053 RMK AO2,
0CO,9/3/2023 20:55,42.8,35.6,75.5,300,14,0,30.53,,10,,SCT,,,,7000,,,,,,,,,,,35.08,K0CO 040255Z AUTO 30014KT 10SM SCT070 06/02 A3053 RMK AO2,
0CO,9/3/2023 21:15,42.8,37.4,81.07,290,13,0,30.53,,10,,SCT,,,,8500,,,,,,,,,,,35.4,K0CO 040315Z AUTO 29013KT 10SM SCT085 06/03 A3053 RMK AO2,
0CO,9/3/2023 21:35,42.8,35.6,75.5,280,14,0,30.54,,10,,SCT,,,,8500,,,,,,,,,,,35.08,K0CO 040335Z AUTO 28014KT 10SM SCT085 06/02 A3054 RMK AO2,
0CO,9/3/2023 21:55,42.8,35.6,75.5,280,14,0,30.53,,10,,SCT,,,,8500,,,,,,,,,,,35.08,K0CO 040355Z AUTO 28014KT 10SM SCT085 06/02 A3053 RMK AO2,
0CO,9/3/2023 22:15,42.8,35.6,75.5,270,9,0,30.53,,10,15,SCT,,,,8500,,,,,,,,,,,36.94,K0CO 040415Z AUTO 27009G15KT 10SM SCT085 06/02 A3053 RMK AO2,
0CO,9/3/2023 22:35,42.8,35.6,75.5,280,13,0,30.52,,10,,CLR,,,,,,,,,,,,,,,35.4,K0CO 040435Z AUTO 28013KT 10SM CLR 06/02 A3052 RMK AO2,
0CO,9/3/2023 22:55,42.8,35.6,75.5,280,11,0,30.52,,10,15,CLR,,,,,,,,,,,,,,,36.11,K0CO 040455Z AUTO 28011G15KT 10SM CLR 06/02 A3052 RMK AO2,
0CO,9/3/2023 23:15,42.8,35.6,75.5,270,10,0,30.51,,10,14,CLR,,,,,,,,,,,,,,,36.51,K0CO 040515Z AUTO 27010G14KT 10SM CLR 06/02 A3051 RMK AO2,
0CO,9/3/2023 23:35,42.8,35.6,75.5,270,10,0,30.51,,10,,CLR,,,,,,,,,,,,,,,36.51,K0CO 040535Z AUTO 27010KT 10SM CLR 06/02 A3051 RMK AO2,
0CO,9/3/2023 23:55,42.8,35.6,75.5,270,7,0,30.5,,10,,CLR,,,,,,,,,,,,,,,37.94,K0CO 040555Z AUTO 27007KT 10SM CLR 06/02 A3050 RMK AO2,
0CO,9/4/2023 0:15,42.8,33.8,70.28,270,10,0,30.5,,10,16,CLR,,,,,,,,,,,,,,,36.51,K0CO 040615Z AUTO 27010G16KT 10SM CLR 06/01 A3050 RMK AO2,
0CO,9/4/2023 0:35,42.8,33.8,70.28,280,14,0,30.49,,10,,CLR,,,,,,,,,,,,,,,35.08,K0CO 040635Z AUTO 28014KT 10SM CLR 06/01 A3049 RMK AO2,
0CO,9/4/2023 0:55,42.8,33.8,70.28,280,16,0,30.48,,10,19,CLR,,,,,,,,,,,,,,,34.5,K0CO 040655Z AUTO 28016G19KT 10SM CLR 06/01 A3048 RMK AO2,
0CO,9/4/2023 1:15,42.8,33.8,70.28,270,14,0,30.47,,10,18,CLR,,,,,,,,,,,,,,,35.08,K0CO 040715Z AUTO 27014G18KT 10SM CLR 06/01 A3047 RMK AO2,
0CO,9/4/2023 1:35,42.8,33.8,70.28,270,11,0,30.47,,10,15,CLR,,,,,,,,,,,,,,,36.11,K0CO 040735Z AUTO 27011G15KT 10SM CLR 06/01 A3047 RMK AO2,
0CO,9/4/2023 1:55,41,33.8,75.33,260,6,0,30.46,,10,,CLR,,,,,,,,,,,,,,,36.37,K0CO 040755Z AUTO 26006KT 10SM CLR 05/01 A3046 RMK AO2,
0CO,9/4/2023 2:15,41,33.8,75.33,210,4,0,30.46,,10,,CLR,,,,,,,,,,,,,,,37.93,K0CO 040815Z AUTO 21004KT 10SM CLR 05/01 A3046 RMK AO2,
0CO,9/4/2023 2:35,41,33.8,75.33,270,9,0,30.45,,10,14,SCT,,,,4900,,,,,,,,,,,34.7,K0CO 040835Z AUTO 27009G14KT 10SM SCT049 05/01 A3045 RMK AO2,
0CO,9/4/2023 2:55,42.8,32,65.38,270,8,0,30.44,,10,14,SCT,SCT,,,3900,4700,,,,,,,,,,37.42,K0CO 040855Z AUTO 27008G14KT 181V301 10SM SCT039 SCT047 06/00 A3044 RMK AO2,
0CO,9/4/2023 3:15,41,32,70.08,240,6,0,30.44,,10,,CLR,,,,,,,,,,,,,,,36.37,K0CO 040915Z AUTO 24006KT 10SM CLR 05/00 A3044 RMK AO2,
0CO,9/4/2023 3:35,41,32,70.08,250,8,0,30.43,,10,19,CLR,,,,,,,,,,,,,,,35.2,K0CO 040935Z AUTO 25008G19KT 211V281 10SM CLR 05/00 A3043 RMK AO2,
0CO,9/4/2023 3:55,41,32,70.08,260,9,0,30.42,,10,19,CLR,,,,,,,,,,,,,,,34.7,K0CO 040955Z AUTO 26009G19KT 231V291 10SM CLR 05/00 A3042 RMK AO2,
0CO,9/4/2023 4:15,41,32,70.08,260,10,0,30.41,,10,24,CLR,,,,,,,,,,,,,,,34.25,K0CO 041015Z AUTO 26010G24KT 10SM CLR 05/00 A3041 RMK AO2,
0CO,9/4/2023 4:35,39.2,32,75.16,250,7,0,30.41,,10,,CLR,,,,,,,,,,,,,,,33.56,K0CO 041035Z AUTO 25007KT 221V291 10SM CLR 04/00 A3041 RMK AO2,
0CO,9/4/2023 4:55,41,32,70.08,260,18,0,30.39,,10,24,CLR,,,,,,,,,,,,,,,31.6,K0CO 041055Z AUTO 26018G24KT 10SM CLR 05/00 A3039 RMK AO2,
0CO,9/4/2023 5:15,41,32,70.08,250,8,0,30.39,,10,23,CLR,,,,,,,,,,,,,,,35.2,K0CO 041115Z AUTO 25008G23KT 10SM CLR 05/00 A3039 RMK AO2,
0CO,9/4/2023 5:35,39.2,32,75.16,260,8,0,30.39,,10,,CLR,,,,,,,,,,,,,,,32.98,K0CO 041135Z AUTO 26008KT 10SM CLR 04/00 A3039 RMK AO2,
0CO,9/4/2023 5:55,39.2,30.2,69.88,240,6,0,30.39,,10,20,CLR,,,,,,,,,,,,,,,34.2,K0CO 041155Z AUTO 24006G20KT 191V271 10SM CLR 04/M01 A3039 RMK AO2,
0CO,9/4/2023 6:15,39.2,30.2,69.88,250,11,0,30.38,,10,19,CLR,,,,,,,,,,,,,,,31.57,K0CO 041215Z AUTO 25011G19KT 10SM CLR 04/M01 A3038 RMK AO2,
